"";"requested";"funded";"interestrate";"loanlength";"loanpurpose";"debt_income";"state";"homeownership";"monthlyincome";"FICOrange";"opencreditlines";"revolvingcredit";"inquiries";"emplength";"bal_income";"bal_yearincome";"fundedPerc";"FICOavg"
"22289";35000;34950;0,1268;"60 months";"home_improvement";0,2399;"WV";"MORTGAGE";7083,33;"785-789";19;30725;1;11;4,33764910007016;0,36147075833918;0,998571428571429;787
"48048";12800;12800;0,1212;"36 months";"debt_consolidation";0,2153;"CA";"RENT";4750;"695-699";16;14291;0;0;3,00863157894737;0,250719298245614;1;697
"83570";8000;8000;0,089;"36 months";"debt_consolidation";0,2656;"AZ";"MORTGAGE";4416,67;"720-724";15;6701;0;1;1,51720640210838;0,126433866842365;1;722
"39692";25000;23477,53;0,1864;"60 months";"debt_consolidation";0,1461;"NV";"MORTGAGE";5833,33;"695-699";8;13785;0;11;2,36314420751098;0,196928683959248;0,9391012;697
"23911";5000;5000;0,0849;"36 months";"credit_card";0,1689;"NJ";"MORTGAGE";6706,41;"730-734";19;43734;1;8;6,52122372476481;0,543435310397068;1;732
"11625";4000;4000;0,1149;"36 months";"debt_consolidation";0,0416;"MA";"RENT";2666,67;"720-724";4;3239;0;1;1,21462348172065;0,101218623476721;1;722
"72919";2875;2875;0,1849;"36 months";"credit_card";0,1411;"AZ";"RENT";1084;"665-669";3;3824;0;NA;3,52767527675277;0,293972939729397;1;667
"23766";1800;1800;0,1602;"36 months";"small_business";0,0419;"AL";"RENT";4246,67;"660-664";2;0;0;9;0;0;1;662
"34802";7200;7200;0,1349;"36 months";"debt_consolidation";0,146;"CA";"RENT";5000;"725-729";4;17268;0;1;3,4536;0,2878;1;727
"68503";6000;6000;0,1212;"36 months";"credit_card";0,0816;"PA";"RENT";3333,33;"680-684";6;8442;0;11;2,53260253260253;0,211050211050211;1;682
"44737";15000;14975;0,079;"36 months";"car";0,2073;"NY";"RENT";5416,67;"745-749";14;9756;0;1;1,80110658393441;0,150092215327867;0,998333333333333;747
"62824";10375;10375;0,1433;"36 months";"debt_consolidation";0,2642;"MD";"RENT";2479,17;"680-684";6;13411;0;5;5,40947171835735;0,450789309863113;1;682
"97264";25000;25000;0,158;"60 months";"debt_consolidation";0,2404;"CA";"OWN";7750;"700-704";10;20215;5;2;2,60838709677419;0,217365591397849;1;702
"6143";7900;7782,65;0,0859;"36 months";"credit_card";0,152;"CA";"MORTGAGE";7583,33;"810-814";14;3950;0;11;0,520879349837077;0,0434066124864231;0,985145569620253;812
"59807";10000;10000;0,1531;"36 months";"debt_consolidation";0,1461;"CA";"RENT";3750;"680-684";18;13051;1;5;3,48026666666667;0,290022222222222;1;682
"1888";6000;4450;0,0768;"36 months";"debt_consolidation";0,084;"NY";"RENT";5417;"780-784";10;6047;1;11;1,11630053535167;0,0930250446126392;0,741666666666667;782
"99967";7000;7000;0,1777;"36 months";"debt_consolidation";0,303;"TX";"RENT";4333,33;"675-679";16;6922;1;4;1,59738584414296;0,133115487011913;1;677
"6259";5500;5473,88;0,1461;"36 months";"other";0,2038;"SC";"MORTGAGE";5116,67;"665-669";11;14103;0;1;2,75628484932583;0,229690404110486;0,995250909090909;667
"73978";7000;7000;0,1433;"36 months";"debt_consolidation";0,0546;"PA";"RENT";3333,33;"690-694";4;8889;1;2;2,66670266670267;0,222225222225222;1;692
"65041";12000;11975;0,0662;"36 months";"major_purchase";0,0143;"CA";"RENT";9666,67;"750-754";5;4693;0;1;0,4854825912129;0,040456882601075;0,997916666666667;752
"26914";10000;9975;0,0699;"36 months";"home_improvement";0,2792;"CA";"MORTGAGE";2500;"780-784";5;1230;2;1;0,492;0,041;0,9975;782
"22573";9800;9800;0,1491;"60 months";"credit_card";0,1289;"CA";"MORTGAGE";2708,33;"690-694";11;8111;0;3;2,99483445518087;0,249569537931739;1;692
"93394";15000;15000;0,1311;"36 months";"credit_card";0,2963;"GA";"RENT";4083,33;"690-694";20;23565;4;11;5,77102511920418;0,480918759933682;1;692
"26312";12000;12000;0,0791;"36 months";"credit_card";0,0451;"CA";"RENT";3500;"725-729";16;6015;1;0;1,71857142857143;0,143214285714286;1;727
"17242";19000;18975;0,1372;"36 months";"credit_card";0,135;"CA";"RENT";2964,67;"705-709";9;11219;0;11;3,78423230916088;0,315352692430074;0,998684210526316;707
"43527";10000;10000;0,1349;"36 months";"small_business";0,1884;"AL";"MORTGAGE";3333,33;"690-694";9;14247;1;7;4,27410427410427;0,356175356175356;1;692
"8698";14725;14725;0,1941;"36 months";"major_purchase";0,0214;"VA";"OWN";18333,33;"660-664";11;82265;2;1;4,48718263403321;0,373931886169434;1;662
"75525";17500;17475;0,1409;"36 months";"debt_consolidation";0,3488;"NY";"RENT";3750;"690-694";6;18485;0;1;4,92933333333333;0,410777777777778;0,998571428571429;692
"6712";10000;10000;0,1253;"36 months";"debt_consolidation";0,1081;"CA";"RENT";7158,33;"700-704";15;23152;0;6;3,2342739158435;0,269522826320292;1;702
"22982";12000;11998,2;0,1037;"36 months";"debt_consolidation";0,1698;"CT";"RENT";3916,67;"705-709";10;7489;0;3;1,91208347907789;0,159340289923158;0,99985;707
"76797";32550;32550;0,0662;"36 months";"debt_consolidation";0,0852;"IL";"MORTGAGE";9166,67;"805-809";9;2670;0;11;0,29127262135541;0,0242727184462842;1;807
"95522";17475;17450;0,1212;"36 months";"debt_consolidation";0,1482;"NC";"MORTGAGE";4500;"680-684";10;12588;0;11;2,79733333333333;0,233111111111111;0,998569384835479;682
"47097";7200;7200;0,079;"36 months";"debt_consolidation";0,1213;"NJ";"RENT";2333,33;"725-729";7;6262;1;2;2,68371811959731;0,223643176633109;1;727
"92717";7125;7125;0,0762;"36 months";"home_improvement";0,0796;"GA";"OWN";2500;"805-809";5;577;0;1;0,2308;0,0192333333333333;1;807
"10176";20500;19861,23;0,1496;"60 months";"debt_consolidation";0,1076;"CA";"RENT";2500;"730-734";2;109;0;2;0,0436;0,00363333333333333;0,968840487804878;732
"72251";18000;18000;0,1972;"60 months";"debt_consolidation";0,1737;"AL";"RENT";10583,33;"695-699";13;55691;0;5;5,26214338965146;0,438511949137622;1;697
"47570";15000;15000;0,1825;"36 months";"debt_consolidation";0,2245;"NV";"MORTGAGE";5078,75;"665-669";19;13205;0;11;2,6000492247108;0,2166707687259;1;667
"20885";14000;14000;0,1037;"60 months";"debt_consolidation";0,0869;"MA";"RENT";5833,33;"785-789";4;961;0;5;0,164742951281686;0,0137285792734739;1;787
"3768";4800;4750;0,1221;"36 months";"wedding";0,0941;"CA";"RENT";6250;"695-699";10;21069;0;0;3,37104;0,28092;0,989583333333333;697
"85464";8000;8000;0,1433;"36 months";"vacation";0,0448;"TX";"RENT";6250;"670-674";8;14607;0;1;2,33712;0,19476;1;672
"45728";35000;34900;0,1825;"60 months";"debt_consolidation";0,2056;"GA";"MORTGAGE";5666,67;"725-729";8;22290;0;11;3,93352709792524;0,327793924827103;0,997142857142857;727
"6326";3600;3600;0,0774;"36 months";"major_purchase";0,0141;"CA";"MORTGAGE";5666,67;"735-739";6;2907;0;11;0,512999698235472;0,042749974852956;1;737
"14469";20000;19950;0,1149;"36 months";"debt_consolidation";0,0884;"NY";"RENT";7500;"715-719";11;8848;0;11;1,17973333333333;0,0983111111111111;0,9975;717
"58576";20000;20000;0,2245;"60 months";"debt_consolidation";0,243;"VT";"RENT";3666,67;"660-664";9;9194;1;1;2,50745226595249;0,20895435549604;1;662
"42148";10000;9950;0,1427;"36 months";"debt_consolidation";0,1263;"CA";"RENT";7166,67;"680-684";11;10309;1;0;1,43846444722584;0,11987203726882;0,995;682
"38373";10000;10000;0,0991;"36 months";"credit_card";0,1498;"WA";"RENT";5000;"710-714";8;16908;0;11;3,3816;0,2818;1;712
"11626";4500;4500;0,0751;"36 months";"moving";0,139;"CA";"MORTGAGE";3000;"765-769";10;387;0;0;0,129;0,01075;1;767
"42374";8000;8000;0,079;"36 months";"credit_card";0,2369;"TX";"MORTGAGE";7083,33;"725-729";17;15497;1;1;2,18781279426484;0,182317732855404;1;727
"54073";7425;7425;0,0976;"36 months";"debt_consolidation";0,0732;"NV";"MORTGAGE";2500;"705-709";6;5045;1;4;2,018;0,168166666666667;1;707
"97524";12000;12000;0,0603;"36 months";"debt_consolidation";0,1875;"SC";"MORTGAGE";13000;"725-729";22;20197;0;5;1,55361538461538;0,129467948717949;1;727
"43444";9000;9000;0,1527;"36 months";"debt_consolidation";0,2406;"AZ";"RENT";4500;"670-674";10;8533;1;11;1,89622222222222;0,158018518518519;1;672
"80167";28000;28000;0,1629;"36 months";"credit_card";0,1962;"NV";"MORTGAGE";7083,33;"710-714";12;38194;1;11;5,39209665510431;0,449341387925359;1;712
"47926";15575;15550;0,1367;"36 months";"major_purchase";0,18;"TX";"MORTGAGE";6250;"710-714";18;5591;2;0;0,89456;0,0745466666666667;0,998394863563403;712
"85685";10500;10500;0,1212;"36 months";"debt_consolidation";0,1118;"OR";"RENT";6666,67;"710-714";16;7738;1;7;1,16069941965029;0,0967249516375242;1;712
"102645";8500;6727,42;0,1683;"36 months";"debt_consolidation";0,1468;"IL";"RENT";5000;"680-684";9;0;9;11;0;0;0,791461176470588;682
"95322";3600;3600;0,1972;"36 months";"moving";0,1072;"TX";"RENT";7000;"665-669";7;6263;4;6;0,894714285714286;0,0745595238095238;1;667
"19133";12000;12000;0,0729;"36 months";"small_business";0,2715;"NC";"RENT";6250;"740-744";7;59089;0;2;9,45424;0,787853333333333;1;742
"6466";24250;24144,61;0,1183;"36 months";"major_purchase";0,0479;"CA";"RENT";12000;"755-759";10;2097;1;0;0,17475;0,0145625;0,995654020618557;757
"35596";20000;20000;0,1269;"36 months";"debt_consolidation";0,1555;"MN";"RENT";6166,67;"710-714";6;22739;2;0;3,68740341221437;0,307283617684531;1;712
"62011";14000;14000;0,1212;"36 months";"house";0,0764;"TX";"RENT";6883,33;"695-699";7;9715;0;2;1,41138082875585;0,117615069062987;1;697
"34411";10000;10000;0,0603;"36 months";"major_purchase";0,0501;"MD";"MORTGAGE";13750;"775-779";12;4357;0;11;0,316872727272727;0,0264060606060606;1;777
"39996";8000;8000;0,1242;"36 months";"debt_consolidation";0,0973;"NY";"RENT";3750;"705-709";8;16212;2;6;4,3232;0,360266666666667;1;707
"19961";20000;15000;0,1751;"60 months";"credit_card";0,1597;"NV";"MORTGAGE";5373,33;"695-699";18;25058;0;3;4,66340239665161;0,388616866387634;0,75;697
"60353";3500;3500;0,1212;"36 months";"debt_consolidation";0,1087;"TX";"MORTGAGE";4333,33;"675-679";9;9971;0;11;2,30100177000136;0,191750147500113;1;677
"34538";30000;29975;0,2089;"60 months";"debt_consolidation";0,1586;"VA";"MORTGAGE";17917;"695-699";14;86385;0;2;4,82139867165262;0,401783222637718;0,999166666666667;697
"91639";12000;12000;0,1777;"36 months";"debt_consolidation";0,2232;"CA";"RENT";4575,08;"675-679";13;8048;2;0;1,75909492293031;0,146591243577526;1;677
"41828";12250;12250;0,1903;"60 months";"debt_consolidation";0,2318;"TX";"MORTGAGE";6550;"660-664";15;22493;0;3;3,43404580152672;0,28617048346056;1;662
"10721";9000;9000;0,0788;"60 months";"other";0,08;"MN";"MORTGAGE";4750;"800-804";14;5348;0;11;1,12589473684211;0,0938245614035088;1;802
"66064";31825;31825;0,1409;"60 months";"major_purchase";0,0437;"CA";"MORTGAGE";6666,67;"750-754";4;10864;0;4;1,62959918520041;0,135799932100034;1;752
"36798";24000;23975;0,1903;"60 months";"debt_consolidation";0,2258;"NC";"MORTGAGE";5416,67;"680-684";12;13066;0;1;2,41218313096423;0,201015260913686;0,998958333333333;682
"5906";12800;12787,71;0,0894;"36 months";"debt_consolidation";0,0018;"AZ";"MORTGAGE";2833,33;"815-819";7;306;0;4;0,108000127058973;0,00900001058824775;0,99903984375;817
"24044";20000;20000;0,1399;"60 months";"debt_consolidation";0,2133;"MO";"OWN";4167;"745-749";8;11372;3;9;2,72906167506599;0,2274218062555;1;747
"41244";15000;15000;0,1269;"36 months";"debt_consolidation";0,1402;"NY";"RENT";3916,67;"705-709";11;16355;1;7;4,17574112702883;0,347978427252402;1;707
"19585";15000;14950;0,1417;"36 months";"small_business";0,0846;"OR";"MORTGAGE";6666,67;"690-694";8;1073;2;5;0,16094991952504;0,0134124932937534;0,996666666666667;692
"384";5000;3150;0,1393;"36 months";"car";0,2257;"MN";"MORTGAGE";6000;"660-664";17;29877;2;11;4,9795;0,414958333333333;0,63;662
"74981";14000;14000;0,1409;"36 months";"house";0,1519;"MI";"RENT";5416,67;"690-694";6;4211;0;5;0,777414906206212;0,0647845755171843;1;692
"54428";21000;21000;0,1367;"36 months";"other";0,0808;"CA";"RENT";7916,67;"705-709";6;6524;1;1;0,824083863543636;0,068673655295303;1;707
"19348";5000;5000;0,0692;"36 months";"debt_consolidation";0,1839;"MA";"OWN";3333,33;"725-729";8;5806;0;0;1,74180174180174;0,145150145150145;1;727
"82882";5000;5000;0,1212;"36 months";"credit_card";0,2026;"RI";"MORTGAGE";6250;"675-679";19;33500;0;11;5,36;0,446666666666667;1;677
"91562";8000;8000;0,1114;"36 months";"credit_card";0,0598;"DE";"MORTGAGE";4333,33;"710-714";5;11822;2;11;2,72815594473534;0,227346328727945;1;712
"75837";10000;10000;0,2247;"36 months";"debt_consolidation";0,3426;"MD";"MORTGAGE";6200;"675-679";36;28850;1;3;4,65322580645161;0,387768817204301;1;677
"26195";7000;7000;0,0699;"36 months";"debt_consolidation";0,1432;"CA";"RENT";5166,67;"775-779";6;0;1;11;0;0;1;777
"60761";11000;11000;0,0603;"36 months";"debt_consolidation";0,1204;"NC";"MORTGAGE";5836,67;"790-794";12;420;0;0;0,071958839543781;0,00599656996198175;1;792
"78382";28000;28000;0,2049;"60 months";"small_business";0,0436;"MI";"RENT";8416,67;"710-714";11;1327;0;5;0,157663303895721;0,0131386086579768;1;712
"9618";24000;21963,64;0,1099;"36 months";"home_improvement";0,1927;"GA";"MORTGAGE";12500;"740-744";11;45989;0;11;3,67912;0,306593333333333;0,915151666666667;742
"82216";15000;15000;0,089;"36 months";"debt_consolidation";0,1359;"CA";"MORTGAGE";9583,33;"735-739";10;13427;3;5;1,4010787482013;0,116756562350109;1;737
"87554";24000;23950;0,2489;"36 months";"debt_consolidation";0,2946;"NH";"MORTGAGE";10737,5;"660-664";26;34602;2;11;3,2225378346915;0,268544819557625;0,997916666666667;662
"33095";5000;5000;0,1596;"36 months";"moving";0,1436;"NY";"RENT";8166,67;"660-664";7;7900;1;11;0,967346543940186;0,0806122119950155;1;662
"26087";10000;10000;0,1059;"36 months";"debt_consolidation";0,0968;"NY";"OWN";8333,33;"730-734";5;35968;1;11;4,31616172646469;0,359680143872058;1;732
"49619";16000;16000;0,1855;"36 months";"debt_consolidation";0,2388;"MD";"RENT";5653,67;"660-664";12;16223;0;5;2,86946355199366;0,239121962666138;1;662
"2164";10000;6301,07;0,1411;"36 months";"debt_consolidation";0,1652;"CO";"OTHER";4583;"680-684";16;18707;1;3;4,08182413266419;0,340152011055349;0,630107;682
"94183";8000;8000;0,1849;"36 months";"debt_consolidation";0,2337;"OH";"OWN";5000;"670-674";17;18248;1;11;3,6496;0,304133333333333;1;672
"39492";10000;10000;0,1171;"36 months";"other";0,0869;"NY";"RENT";2750;"695-699";6;6621;0;3;2,40763636363636;0,200636363636364;1;697
"15510";5000;5000;0,0579;"36 months";"major_purchase";0,1569;"NY";"OWN";5416,67;"760-764";11;4979;0;11;0,91919943433881;0,0765999528615675;1;762
"45453";20000;19975;0,2278;"60 months";"credit_card";0,2442;"NV";"MORTGAGE";5666,67;"665-669";15;18451;0;7;3,25605690820182;0,271338075683485;0,99875;667
"103374";3700;3600;0,0788;"36 months";"other";0,1017;"CO";"MORTGAGE";4985;"720-724";6;11586;4;NA;2,32417251755266;0,193681043129388;0,972972972972973;722
"68176";15000;15000;0,1777;"36 months";"debt_consolidation";0,2245;"HI";"RENT";3500;"670-674";11;9868;0;7;2,81942857142857;0,234952380952381;1;672
"18049";9700;9700;0,1409;"36 months";"debt_consolidation";0,0952;"CA";"RENT";7333,33;"665-669";9;14723;0;3;2,00768273076488;0,167306894230406;1;667
"70427";8450;8450;0,1849;"36 months";"small_business";0,2198;"CA";"OWN";2083,33;"660-664";14;7352;2;3;3,52896564634503;0,294080470528753;1;662
"80246";25000;25000;0,2049;"60 months";"debt_consolidation";0,0915;"NY";"RENT";5833,33;"690-694";7;14953;0;9;2,56337289335594;0,213614407779662;1;692
"34730";25000;24950;0,1349;"60 months";"debt_consolidation";0,1997;"CO";"OWN";4166,67;"745-749";4;17849;0;3;4,28375657299474;0,356979714416228;0,998;747
"65776";15000;15000;0,1777;"36 months";"debt_consolidation";0,1824;"GA";"MORTGAGE";6000;"670-674";16;14513;2;11;2,41883333333333;0,201569444444444;1;672
"73194";14575;14575;0,1905;"36 months";"debt_consolidation";0,2423;"OR";"RENT";3833,33;"660-664";13;13753;0;11;3,58774225021065;0,298978520850888;1;662
"86479";14775;14775;0,21;"60 months";"debt_consolidation";0,2759;"CT";"MORTGAGE";4473,33;"675-679";10;33869;3;11;7,57131711722587;0,630943093102156;1;677
"12976";2000;2000;0,1149;"36 months";"major_purchase";0,0244;"CA";"RENT";2500;"700-704";4;67;0;2;0,0268;0,00223333333333333;1;702
"62891";2575;2575;0,1016;"36 months";"debt_consolidation";0,2754;"NY";"RENT";4166,67;"695-699";12;18499;0;2;4,43975644819484;0,369979704016237;1;697
"63768";4200;4200;0,1433;"60 months";"car";0,1416;"NJ";"RENT";3850;"700-704";4;5718;0;2;1,48519480519481;0,123766233766234;1;702
"6711";8000;8000;0,2052;"36 months";"small_business";0,0812;"CT";"RENT";2500;"675-679";5;7327;2;0;2,9308;0,244233333333333;1;677
"24353";9500;9500;0,1479;"60 months";"debt_consolidation";0,1213;"OK";"RENT";3000;"710-714";4;14227;1;3;4,74233333333333;0,395194444444444;1;712
"9115";16750;16445,93;0,0988;"36 months";"credit_card";0,1025;"IL";"MORTGAGE";3338;"750-754";10;18696;1;5;5,60095865787897;0,466746554823247;0,981846567164179;752
"83807";12300;12300;0,1311;"36 months";"debt_consolidation";0,0801;"MD";"OWN";3083,33;"685-689";6;6162;0;9;1,99848864701475;0,166540720584563;1;687
"89837";4000;4000;0,1727;"36 months";"debt_consolidation";0,1629;"TX";"MORTGAGE";3750;"665-669";7;13284;1;4;3,5424;0,2952;1;667
"11723";20000;20000;0,183;"60 months";"debt_consolidation";0,1591;"NY";"MORTGAGE";5833;"690-694";5;16140;1;11;2,76701525801474;0,230584604834562;1;692
"22659";12000;12000;0,1268;"60 months";"credit_card";0,0955;"VA";"MORTGAGE";9750;"705-709";9;17259;0;8;1,77015384615385;0,147512820512821;1;707
"69872";4375;4375;0,1433;"36 months";"debt_consolidation";0,12;"MI";"RENT";3333,33;"675-679";10;2440;2;0;0,732000732000732;0,061000061000061;1;677
"9163";3000;3000;0,1459;"36 months";"other";0,1959;"NJ";"RENT";4073;"660-664";8;6941;2;5;1,70414927571814;0,142012439643179;1;662
"59011";13000;13000;0,0662;"36 months";"car";0,0595;"NJ";"MORTGAGE";11666,67;"750-754";16;11451;1;7;0,981514005281713;0,0817928337734761;1;752
"92954";16200;16200;0,089;"36 months";"debt_consolidation";0,2276;"NY";"MORTGAGE";4666,67;"725-729";8;15503;0;7;3,32206905566496;0,27683908797208;1;727
"90560";11400;11375;0,089;"36 months";"debt_consolidation";0,1427;"CA";"MORTGAGE";5641,67;"740-744";9;11092;1;11;1,96608451043751;0,163840375869793;0,99780701754386;742
"79820";25875;25875;0,1849;"60 months";"debt_consolidation";0,1383;"NM";"MORTGAGE";6000;"715-719";8;12316;2;11;2,05266666666667;0,171055555555556;1;717
"13767";15000;15000;0,1904;"60 months";"debt_consolidation";0,1669;"CA";"RENT";5250;"680-684";7;8615;1;2;1,64095238095238;0,136746031746032;1;682
"79164";20950;20950;0,2295;"60 months";"debt_consolidation";0,1251;"MA";"RENT";10416,67;"665-669";14;12460;3;NA;1,19615961722892;0,0996799681024102;1;667
"26867";14000;12800;0,1479;"60 months";"other";0,0837;"MI";"RENT";6166,67;"710-714";5;2697;2;0;0,437351114945343;0,0364459262454453;0,914285714285714;712
"3508";2000;2000;0,16;"36 months";"medical";0,0255;"OR";"RENT";2000;"665-669";8;0;0;0;0;0;1;667
"52759";25000;25000;0,079;"36 months";"debt_consolidation";0,0173;"OR";"RENT";7500;"765-769";4;4329;0;4;0,5772;0,0481;1;767
"72356";28200;28150;0,1016;"60 months";"home_improvement";0,1035;"CA";"MORTGAGE";5900;"780-784";13;20670;0;11;3,50338983050847;0,291949152542373;0,99822695035461;782
"42253";20000;19925;0,1864;"60 months";"small_business";0,1541;"MO";"MORTGAGE";6250;"680-684";5;3105;1;11;0,4968;0,0414;0,99625;682
"98954";24000;24000;0,1629;"36 months";"debt_consolidation";0,2905;"VT";"MORTGAGE";5577,26;"690-694";10;13393;1;2;2,40135837310794;0,200113197758995;1;692
"98510";21850;21850;0,1727;"60 months";"debt_consolidation";0,2194;"MD";"OWN";4166,67;"710-714";14;20971;0;4;5,03303597357122;0,419419664464268;1;712
"5821";20000;19850;0,1322;"36 months";"debt_consolidation";0,0907;"GA";"RENT";5458,33;"705-709";7;15389;0;2;2,81936050037282;0,234946708364402;0,9925;707
"8692";16000;15875;0,1385;"36 months";"debt_consolidation";0,125;"IL";"RENT";6750;"685-689";12;6799;2;7;1,00725925925926;0,0839382716049383;0,9921875;687
"94839";10000;10000;0,1114;"36 months";"credit_card";0,1961;"PA";"RENT";3916,67;"720-724";9;6395;1;2;1,63276456785994;0,136063713988329;1;722
"68406";20000;20000;0,1409;"36 months";"credit_card";0,0916;"NJ";"MORTGAGE";19583,33;"710-714";12;31277;1;7;1,59712367610616;0,133093639675513;1;712
"86117";1000;1000;0,079;"36 months";"home_improvement";0,1707;"FL";"MORTGAGE";3333,33;"720-724";8;3186;1;3;0,955800955800956;0,0796500796500797;1;722
"14044";3500;3500;0,1149;"36 months";"home_improvement";0,1443;"MI";"MORTGAGE";9166,67;"690-694";12;34944;2;11;3,81207134106497;0,317672611755414;1;692
"43056";15000;15000;0,079;"36 months";"credit_card";0,2224;"CA";"RENT";2666,67;"735-739";15;11105;0;0;4,16436979453776;0,34703081621148;1;737
